Function Name,Algorithm,Best Solution,Best Fitness,Execution Time (s),Error Message
F3,PSO,[ 7.73440022e-12 -1.85009563e-11],1.7573967583795633e-22,0.04083657264709473,
F3,SA,[0.5 0.5],1.25,0.002919435501098633,
F3,GOA,[-0.27878376  0.19439887],0.08484119295196967,1.663205623626709,
F3,DA,[-0.24543654 -0.91706606],1.4116513905122718,0.3818511962890625,
F3,SSA,[4.31091040e-08 5.63944616e-08],1.1759354395851655e-14,0.07680654525756836,
F3,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F3,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F4,PCO,N/A,N/A,N/A,index 20 is out of bounds for axis 0 with size 20
F4,GA,[0.5386532  0.65265607],0.652656068647179,0.24359750747680664,
F4,PSO,[-9.05211677e-12 -3.63735781e-12],9.052116774568233e-12,0.022374391555786133,
F4,SA,[0.5 0.5],0.5,0.0021514892578125,
F4,GOA,[0.1328836  0.21096069],0.21096068992753736,1.5904412269592285,
F4,DA,[-0.24543654 -0.91706606],0.9170660621078399,0.3329801559448242,
F4,SSA,[-7.98211586e-08  4.17437538e-08],7.982115857092293e-08,0.0509798526763916,
F4,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F4,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F5,PCO,[1.00107538 1.00048258],0.00027982603750022715,0.6463627815246582,
F5,GA,[1.03578009 1.00457862],0.46724729112761537,0.3179004192352295,
F5,PSO,[0.99969744 0.99939383],9.167281785069394e-08,0.04902005195617676,
F5,SA,[0.5 0.5],6.5,0.003052949905395508,
F5,GOA,[1.2229049  1.50208387],0.05402606575290565,1.7115466594696045,
F5,DA,[1.57737079 2.66298378],3.391839345602676,0.36891961097717285,
F5,SSA,[1.00010063 1.00020203],1.018531530020018e-08,0.07793235778808594,
F5,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F5,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F6,PCO,[-0.50060839 -0.50016352],3.968745503322228e-07,0.5730669498443604,
F6,GA,[0.56605051 0.64262284],2.44205065513356,0.3490407466888428,
F6,PSO,[-0.5 -0.5],1.7253089922227357e-22,0.031682729721069336,
F6,SA,[0.5 0.5],2.0,0.002307415008544922,
F6,GOA,[-0.1559771  -0.77253721],0.19262828402032978,1.7154655456542969,
F6,DA,[-0.24543654 -0.91706606],0.23874665615421997,0.3652224540710449,
F6,SSA,[-0.50000002 -0.50000008],7.172198231072128e-15,0.06204509735107422,
F6,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F6,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F7,PCO,[-0.23179035 -0.10240093],0.18486251274888454,0.5533328056335449,
F7,GA,[0.77959186 0.62701488],0.6792453082036257,0.31035494804382324,
F7,PSO,[ 0.03370396 -0.07003522],0.0012928459761439132,0.044172048568725586,
F7,SA,[0.5 0.5],0.18756749764657443,0.0026874542236328125,
F7,GOA,[ 0.34925925 -0.2872056 ],0.04535585419634902,1.7632105350494385,
F7,DA,[1.41389416 0.80646068],4.859438266635065,0.41063475608825684,
F7,SSA,[ 0.26035809 -0.04520903],0.0057313198611205094,0.08820557594299316,
F7,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F7,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F8,PCO,[-25.87824925   5.23544131],-28.028259055452438,0.6263656616210938,
F8,GA,N/A,N/A,N/A,probabilities are not non-negative
F8,PSO,[5. 5.],-7.86749131547214,0.03185009956359863,
F8,SA,[7.11843036 3.93358711],-6.849969300535365,0.0024318695068359375,
F8,GOA,[3.05662366 4.95085424],-6.93709553074204,1.5809967517852783,
F8,DA,[5. 5.],-7.86749131547214,0.3487989902496338,
F8,SSA,[5. 5.],-7.86749131547214,0.06373834609985352,
F8,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F8,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
F9,PCO,[ 0.00036109 -0.00112257],0.0002758737447834392,0.6195359230041504,
F9,GA,[1.01685687 1.00457862],2.1033512026253014,0.2788982391357422,
F9,PSO,[ 3.21585243e-09 -1.49213179e-09],0.0,0.04937481880187988,
F9,SA,[0.5 0.5],40.5,0.00419163703918457,
F9,GOA,[-0.01071798  1.06410504],1.9553677819185893,1.693946361541748,
F9,DA,[ 2.08630698 -0.83780319],11.24804387684474,0.3703629970550537,
F9,SSA,[2.62804682e-09 2.55835435e-08],1.2789769243681803e-13,0.07450127601623535,
F9,WOA,N/A,N/A,N/A,too many values to unpack (expected 2)
F9,MPA,N/A,N/A,N/A,too many values to unpack (expected 2)
Get_Functions_details,PCO,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,GA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,PSO,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,SA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,GOA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,DA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,SSA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,WOA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Get_Functions_details,MPA,N/A,N/A,N/A,unhashable type: 'numpy.ndarray'
Ufun,PCO,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,GA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,PSO,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,SA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,GOA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,DA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,SSA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,WOA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
Ufun,MPA,N/A,N/A,N/A,"Ufun() missing 3 required positional arguments: 'a', 'k', and 'm'"
